Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,PhotoAmt,AdoptionSpeed
2,12,266,0,1,3,0,0,2,1,1,1,2,1,1,0,41326,f09124046a5bcf88c1def88c285b2a59,0,5.0,4
1,15,307,0,2,1,0,0,2,1,1,1,1,1,1,0,41401,5f79a79a41e63514a26e3aed792f5e88,0,2.0,4
1,2,307,307,3,1,4,7,2,1,2,2,2,1,5,0,41327,4f730224c4425d230360cd399ff6cf13,0,5.0,4
2,3,266,0,1,4,0,0,2,2,2,2,2,1,1,0,41326,e9e74224a65766b27e5956df6ca41c4a,0,2.0,3
2,3,266,0,2,4,7,0,2,1,1,1,2,1,2,0,41326,7984271b1d2f84a3896727298e4ff1ed,0,5.0,3
1,2,307,0,2,2,0,0,2,1,2,1,2,1,2,0,41326,c955332089ee5afa8ea60af93d8a5d8c,0,2.0,3
1,22,76,0,2,2,7,0,2,1,1,1,1,1,1,0,41401,d58a21709dabb4696baa65e99293316c,0,2.0,0
2,5,265,0,3,4,6,7,2,2,2,2,2,1,2,0,41326,41c768a80d4327fe6a657d9b0ba6f97c,0,7.0,4
2,3,299,266,1,1,6,7,2,1,1,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,4.0,3
1,1,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41326,5788b8639ed178795510a8cbe72ccc28,0,4.0,1
2,1,266,0,2,1,6,0,1,1,2,2,2,1,1,0,41326,c6ac0b0518406939d3fef6579adf1a8d,1,3.0,1
2,9,266,0,3,1,5,7,2,1,1,1,1,1,2,0,41401,a52131699bc8ae1a76da9109a968eebe,0,5.0,4
1,2,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,2.0,4
1,2,218,307,1,1,7,0,2,1,2,2,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,1.0,1
1,72,218,213,1,5,7,0,2,2,1,1,2,1,1,0,41401,3cbb4e86aa69f358c6777e2aa98fed16,0,1.0,4
1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,8d413d99d41394f70d5c590253f80f54,0,1.0,4
1,2,307,307,2,2,0,0,1,1,3,3,3,1,1,0,41326,db37468644b7600f55f9c0bab40acf59,0,2.0,4
1,3,307,0,2,2,0,0,2,2,1,1,2,1,1,0,41326,e03a1162538a0414d6c79823ad6c2744,0,8.0,3
2,4,306,0,1,1,7,0,2,1,1,1,2,1,1,100,41401,9a50c5d66f407a71f04cb6e0ef08c929,0,5.0,2
1,1,307,307,3,7,0,0,2,2,2,2,2,1,16,0,41326,6bf1a083ea68aadcb702afcce927b2b9,0,1.0,4
2,7,266,0,2,5,7,0,1,1,1,1,1,1,1,30,41326,9f83f82c4b756d15c42104963fb97ca5,0,4.0,4
1,2,307,0,3,1,7,0,3,1,3,3,3,1,7,0,41401,6d2a01e9d4c8c4ea0a832cd36c2d0cee,0,3.0,1
1,48,182,0,2,1,5,0,2,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,2.0,1
1,1,307,26,1,1,2,0,3,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,3.0,2
2,5,266,0,2,1,2,7,2,1,3,3,2,1,1,0,41326,086b127285cf268a1bff66683bf8a9c6,0,3.0,2
2,24,266,0,2,1,2,4,1,1,2,1,1,1,1,0,41401,3937a695ba7235b85e725d270455f0c8,1,2.0,4
1,3,307,0,2,5,0,0,2,2,2,2,2,1,1,0,41326,a6788165e485135df79fd582f0248b5c,0,5.0,4
1,2,307,0,1,1,2,7,2,1,2,2,2,1,1,0,41326,e194190fa50fdc969ef1e4d063ea7851,0,4.0,2
1,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,1.0,2
1,1,307,0,1,1,2,7,2,1,2,2,2,1,1,20,41327,7ed6d84e2e6879245e55447aee39c328,0,1.0,2
2,2,265,0,1,1,7,0,2,2,1,1,2,1,1,0,41401,69c67a58c4b1aa98f1f44aca7dfd6f42,0,5.0,2
1,12,307,0,2,1,0,0,1,2,3,3,2,1,1,0,41401,87e97d185b9a21e1fe6afa53c3ee300f,0,0.0,4
2,2,266,0,3,1,3,7,2,1,2,2,2,1,4,0,41326,b8d69711a45c3a63c119796ea08c5c20,0,2.0,2
2,3,266,266,3,1,4,6,1,2,2,2,2,1,6,0,41326,9e9f7304cd2022597fe58071d9b35375,0,5.0,2
2,8,299,0,1,5,7,0,2,2,2,2,2,1,2,0,41326,f277c7dfcfe1be63cdfb3c1212157926,0,3.0,4
1,12,307,0,2,5,0,0,2,2,1,1,1,1,1,0,41330,f2522890ad604bf70421af61cb871a96,3,11.0,3
2,4,265,0,1,3,7,0,1,2,3,1,2,2,1,0,41326,c696214dd137b26e651627d701d375bb,0,9.0,2
2,12,266,0,1,1,2,0,2,1,2,2,2,1,1,0,41401,fc18ae19f7224961d2a045f7aaa15057,0,1.0,4
2,6,266,0,2,6,7,0,1,1,2,1,2,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,4.0,3
2,2,266,266,1,1,7,0,1,1,2,2,2,1,1,0,41401,8f0d798425ac5dc5148cb7eece07340e,0,3.0,2
2,22,266,0,2,2,7,0,2,2,1,1,1,1,1,0,41401,a196cefe0a0d012df8ca34e984c983f3,0,1.0,2
1,1,141,307,3,1,2,5,2,1,2,1,2,1,5,0,41326,a042471e0f43f2cf707104a1a138a7df,0,5.0,2
2,3,251,254,3,1,2,3,2,2,2,1,2,1,2,100,41326,3f5eaefa90b921547ce5fee57c6345f3,0,2.0,3
2,6,265,0,1,3,7,0,3,2,2,2,1,1,2,0,41401,4fef8d202af56f9bd088c551bc8ab6cd,0,2.0,3
1,25,307,307,2,1,2,0,2,1,2,2,2,1,1,0,41401,44cd657ddcc8fa8242830382dcd7734a,0,1.0,4
1,2,307,307,2,2,7,0,2,1,1,1,3,1,2,100,41326,f971a5beed8be1642809257985dfd72c,0,2.0,2
1,4,307,0,2,2,0,0,2,1,2,2,2,1,2,0,41326,d474a4f7f552dd86a00f22c95de26540,0,2.0,4
1,3,307,0,2,1,7,0,2,1,1,1,2,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,9.0,3
1,3,141,307,2,2,0,0,2,1,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,6.0,3
2,1,266,265,2,5,0,0,2,1,2,2,2,1,1,0,41401,b2bc10a8ccaebfd347698f96c51fc0c7,0,1.0,1
2,4,266,0,1,1,6,0,2,1,3,3,3,1,1,0,41327,95d916190a5dcb1efc91cd93e8de4c28,0,5.0,3
1,12,307,218,2,2,7,0,2,2,1,1,1,1,1,0,41326,35af18902ee050a3f31ff4772d1e42e5,0,2.0,2
2,1,266,0,3,2,4,6,1,2,2,2,2,1,5,0,41326,086b127285cf268a1bff66683bf8a9c6,0,7.0,2
2,3,271,292,2,5,0,0,1,1,2,1,2,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,5.0,2
1,60,75,0,1,2,0,0,1,3,1,1,1,1,1,150,41326,d430d25dc79887b929beb607d9952df2,0,2.0,2
2,12,266,0,1,4,0,0,3,1,1,1,1,1,1,100,41326,001e42763024f9d4abe31e79472b1827,0,4.0,2
2,4,265,0,1,3,4,0,1,2,2,2,2,1,2,0,41401,ea30ea2ffa4da118e588611f71f7f727,0,4.0,4
1,2,307,0,2,1,0,0,2,2,2,1,2,1,1,0,41330,1e2e2692cf0ad33449edb40196b5c7b3,0,3.0,4
2,12,292,0,2,2,3,7,2,1,2,2,2,1,1,0,41326,defdacf1cb04366a31324e87c523073c,0,4.0,2
1,12,307,0,3,1,2,7,3,2,2,2,2,1,6,20,41326,2b24ee7e542778b06d236587b620cc4b,0,5.0,4
1,1,307,0,3,1,2,7,2,1,2,2,2,1,7,0,41401,2d0ea9f8bc2d1091ee49a53b5b771d7b,0,5.0,3
1,1,307,307,1,1,2,3,2,1,2,2,2,1,1,20,41326,4e647092d3a619c5c5e3766e6106dd19,0,5.0,2
1,54,307,0,2,1,0,0,2,2,1,2,2,1,1,0,41324,cb347988767e9a03f9e3bf2f156caaaa,0,2.0,3
1,8,307,0,1,1,2,5,2,2,1,1,1,1,2,0,41326,e7e844c118cd1401d17c928440f178e6,0,1.0,4
1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41330,f2522890ad604bf70421af61cb871a96,0,1.0,2
1,1,307,0,1,1,2,0,2,2,2,2,3,1,8,0,41326,628663d3620e1f2cf8e18ff6ce0a757c,0,2.0,4
1,2,307,0,3,7,0,0,2,1,2,2,2,1,2,0,41327,c2e496d5b05dc9771f234e168465b389,1,2.0,2
2,5,266,0,2,1,6,7,2,2,1,1,3,1,1,0,41326,b0911a4a19870598f6326756d68cc169,0,5.0,2
2,10,265,0,1,3,0,0,2,2,1,1,2,1,2,0,41401,0281939e9b9226c78bc02be92b86728f,0,6.0,3
2,10,266,0,3,4,0,0,2,1,3,1,2,1,2,0,41401,5c791aa4db67500e08285ee47ff3f950,0,3.0,4
1,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41326,3b074cadd2350de62dca7056b9bab6f4,1,14.0,3
2,24,266,0,2,1,6,7,2,1,1,1,1,1,1,0,41326,dd7e4618761fb9c590572a6a95cf8df8,0,17.0,3
2,2,266,0,2,5,7,0,1,1,2,1,2,1,1,0,41401,4d03f38a9dc22d1d89ae70c504816775,0,4.0,0
2,2,283,283,3,1,6,7,1,2,3,3,3,1,4,0,41326,02601ad55765c69821a1a31fe7e407fc,0,4.0,4
1,1,307,0,2,2,0,0,2,1,1,1,3,1,1,0,41326,5c2d2a0c54c56087b2861d96db55f906,0,6.0,2
1,54,178,0,1,2,5,0,1,2,3,3,3,1,1,0,41326,37dce09bd231edb736017cd182752f37,0,12.0,2
1,96,307,0,1,1,0,0,1,1,1,1,1,1,1,0,41327,2d0e544219a8337d666e8ab00944e04f,0,1.0,4
2,1,266,0,2,2,5,7,2,1,2,1,3,1,1,0,41326,167119eeb94dec6c615c602952c527c8,0,4.0,1
2,3,283,0,1,2,5,0,1,2,2,2,2,1,1,0,41401,45913f9a39b989a7c554be66403f0d45,0,9.0,2
2,2,266,0,1,2,4,0,2,2,2,2,2,1,1,0,41326,8ea09e98e301b22c6a2358af10f114d2,0,2.0,1
2,12,299,0,1,3,5,7,2,1,2,1,1,1,1,100,41401,c103ac0ef6c95efad01fa56fbbced762,1,10.0,2
1,1,307,0,3,1,2,0,3,1,2,2,2,1,4,0,41326,dc6cf7afade44aa351aa626974d4d7c7,0,1.0,1
2,18,265,0,3,2,4,6,2,2,2,2,2,1,4,0,41326,659adc3579fa089d6abcfa50efeac26a,0,5.0,3
1,24,307,307,1,1,0,0,2,2,3,3,3,1,1,0,41326,25174bb92f7f92ddabe20c6c84e53bb6,0,1.0,4
2,4,266,0,2,3,7,0,1,1,1,1,2,1,1,0,41326,099e678dc34d14f3087a32d8469beb0e,0,1.0,1
1,2,307,0,3,1,2,0,2,1,2,1,2,1,5,0,41326,f73f65472f74ff3fac06dde0d79551b8,0,5.0,4
1,24,109,307,2,2,0,0,3,2,1,1,1,1,1,0,41326,0a6dda5fb471f2abece20db3351cc147,0,5.0,4
2,5,243,266,2,3,0,0,2,1,1,1,3,1,1,0,41327,6d05bd430b7aa6db31c2c06651a2c1c7,0,5.0,1
1,2,307,307,1,1,2,0,2,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,1.0,1
2,3,266,0,2,2,7,0,2,1,1,1,2,1,1,50,41401,0ffd005c761b73081694be3cc3913ff3,0,6.0,4
2,36,266,0,2,1,6,7,2,3,1,1,3,1,1,300,41326,fc40468c1bf6ce392c8ac11a9aece1c1,0,2.0,4
2,3,292,266,2,5,6,0,1,1,2,2,2,1,1,0,41326,41e3a101288035ef3240e595ea47356a,0,14.0,2
2,4,283,0,2,5,0,0,2,2,2,2,2,1,1,0,41336,2a0a7d81e7c3e8bd60f5bccd96e14977,0,4.0,3
1,24,307,0,2,2,0,0,2,2,3,3,3,1,20,0,41332,ea14ca9dca5f06e8b72c9ff6b11afdc3,0,1.0,4
2,6,277,0,2,2,7,0,1,1,2,2,2,3,1,0,41401,7d7b705a69ee0699932cf8262f92ebf4,0,4.0,4
2,1,285,0,3,1,2,3,2,3,2,2,3,1,4,0,41326,3e850730da3058c1325e1e2a40957561,0,3.0,1
2,2,266,0,1,1,6,7,1,1,2,2,2,1,1,0,41326,833bb8d50b616c700e9806d0e0a61626,0,2.0,4
1,2,143,146,2,1,2,5,2,1,2,1,3,1,1,0,41401,8c23499ccf57b73b2b536b6a1cbc662e,0,1.0,3
1,6,60,0,2,2,0,0,1,1,2,2,2,1,1,0,41401,173449cbf3bbcd5ccbd37320ef66405e,1,2.0,3
1,2,307,0,2,2,4,0,1,1,1,1,1,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,10.0,3
1,1,307,307,3,1,2,7,2,2,2,2,2,1,10,0,41401,78ec79634d350f6850fdd4a335cab431,0,21.0,3
1,1,307,307,3,1,2,6,2,1,2,2,2,1,3,0,41326,25d364ddacb543bb7a291911958af392,0,7.0,2
1,1,307,0,2,2,0,0,2,2,2,2,2,1,1,0,41326,435674663b886c8aae19b288791f062a,0,3.0,2
1,3,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,2.0,1
2,5,300,299,1,1,2,7,2,1,2,2,2,1,2,0,41401,8e983ee25c1e67b1b0fa479c32708235,0,2.0,4
1,24,152,307,1,1,2,0,2,1,1,1,1,2,1,160,41401,a5bde23b6ce1a145bfc0106be2cd8b8b,0,6.0,3
2,1,265,0,3,1,6,7,1,2,2,2,2,1,2,0,41401,4e0df62357ee903a79d9a06139869b53,0,4.0,2
1,10,60,0,1,2,7,0,1,1,1,1,1,1,1,500,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,9.0,3
2,3,266,0,3,1,3,5,1,1,2,2,2,1,2,0,41401,6d6affc4b0d35c6d71d38ba539beaee7,0,5.0,3
2,3,266,266,1,4,6,7,2,1,2,1,2,1,1,30,41326,9f83f82c4b756d15c42104963fb97ca5,0,1.0,4
1,3,307,307,2,1,2,0,2,2,2,1,2,1,1,0,41326,eba983b85e34963999d476ccada91619,0,5.0,2
2,3,285,266,3,6,7,0,2,2,2,2,2,1,2,0,41326,43bbad4b859a7c412b034840256eefbb,0,2.0,3
2,2,266,0,2,7,0,0,2,1,2,2,2,1,1,0,41401,0e1cad7ff9785c7cd95cc1f2f3386a6d,0,2.0,4
2,1,266,0,3,1,6,7,1,1,2,2,2,1,4,0,41401,4e0df62357ee903a79d9a06139869b53,0,3.0,1
1,60,20,0,1,2,5,7,2,1,1,1,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,1.0,2
2,3,247,292,1,6,0,0,2,1,2,1,2,1,1,150,41326,5eaaa88b5605e700707d363dd1330273,0,1.0,1
2,2,265,266,2,2,6,7,2,1,2,2,2,1,1,0,41326,5aca30a29e8290093fee2a334d65d835,0,5.0,2
2,3,266,0,2,1,3,0,1,1,3,3,3,1,1,0,41336,f8ea3d44bbe4c6f9b43cb0117329585a,0,2.0,4
1,1,307,0,1,1,2,0,2,1,2,2,3,1,1,0,41326,636cf497c6eac392116b5acf15e1fb88,0,3.0,4
2,4,265,0,1,2,0,0,1,2,3,3,3,1,1,0,41326,789c0345937ad093217ac5c0f4f29053,0,4.0,4
2,24,266,0,3,2,6,7,2,1,2,2,2,2,2,0,41401,85ff8218849551e6d677c6589c8889fd,0,2.0,4
2,2,266,0,1,1,6,0,2,1,2,1,2,1,1,0,41401,da6c64c056c070bbb5f840d5e233b581,1,2.0,1
2,36,266,266,2,2,5,6,2,1,1,1,1,1,1,0,41326,a41605e586f66ae37b61d766d5e37e43,0,5.0,2
2,2,266,0,1,1,7,0,2,1,1,1,2,1,1,150,41336,8f955b588a9e571d8e267cd73cdd8a45,0,4.0,3
1,24,307,0,1,1,2,7,2,2,1,1,2,1,1,100,41336,4709b98b4e26f2354acf58dd3395fdf6,0,2.0,3
1,2,307,307,2,2,7,0,2,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,5.0,1
1,108,307,307,3,2,7,0,3,1,1,1,1,1,2,0,41326,13733222f015ec6a0017c3c0527738ff,3,5.0,4
2,17,266,0,3,6,0,0,2,1,1,1,1,1,2,0,41326,08e03661829673e201bbeed1c4e6ef76,0,3.0,2
2,1,265,0,1,3,5,0,2,2,2,1,2,1,1,50,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,5.0,1
2,1,254,265,1,4,7,0,2,2,2,2,2,1,1,0,41326,253ffb8e460b67e342023a5563fb2e3c,0,5.0,1
1,6,78,0,2,1,2,0,3,1,3,3,2,1,1,0,41401,91bbf4f144bbc6a9d64d5bd64b89ddc1,0,5.0,3
2,6,266,0,2,2,0,0,2,1,2,2,2,1,1,0,41326,22fe332bf9c924d4718005891c63fbed,0,1.0,2
1,45,195,0,2,7,0,0,1,1,1,1,1,1,1,0,41326,d372aa7115ee3c2e5e4796462dec984b,0,2.0,3
1,1,39,0,1,1,0,0,2,2,2,2,2,1,1,200,41335,80ecb2b31b27d310c829d09e1570cef9,0,5.0,2
2,48,265,0,2,1,3,4,3,2,2,2,2,1,1,0,41326,ef04ec2e2fef711d20b7292c76fe18de,0,1.0,2
1,4,307,307,2,2,0,0,2,1,1,1,1,1,1,0,41326,db37468644b7600f55f9c0bab40acf59,0,3.0,4
1,2,307,0,2,1,7,0,2,1,2,2,2,1,1,20,41327,7ed6d84e2e6879245e55447aee39c328,0,1.0,3
2,1,266,0,2,1,6,0,1,1,1,1,3,1,1,0,41326,e8df0a7fefa8e13bd13073b23f2b13c0,0,2.0,1
1,1,307,0,3,1,2,7,2,2,2,2,2,1,8,0,41330,8ba7011e896a8bfa377704768b0c0c3b,0,28.0,1
1,8,307,307,1,2,0,0,2,2,1,1,1,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,2.0,3
2,1,299,0,3,1,3,5,2,2,2,2,2,1,4,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,12.0,2
1,60,213,307,2,1,0,0,2,2,1,1,3,1,1,0,41326,297f20e7c7ebf06a1c9a94c8b7c37135,3,4.0,4
2,4,266,0,2,2,5,6,1,1,1,1,2,1,1,0,41326,e9a26789d3283aa3d072c7dcba11f1a3,0,4.0,3
2,3,266,0,2,5,6,7,1,1,2,1,2,1,1,0,41326,32856657cf2e52ef734ef4e93f460033,0,5.0,3
1,2,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,2.0,3
1,2,141,0,1,1,2,7,2,2,3,1,3,2,1,150,41401,b53861ec2c7cf77f8a8008dd9cb98ebf,0,4.0,1
1,4,307,0,2,1,2,0,2,1,1,1,1,1,1,0,41326,e194190fa50fdc969ef1e4d063ea7851,0,2.0,3
2,5,265,0,2,5,6,0,2,1,2,2,2,1,2,0,41401,ada604207a9570cc2e93839564ddc2c4,0,2.0,4
2,3,266,0,2,1,2,7,1,1,2,2,2,1,1,0,41326,5334040b584ecf1ec8548ccadd68459d,0,6.0,2
2,3,299,303,2,1,2,6,2,2,2,1,2,1,2,0,41401,13b3c0d8590208d6e60e7118bc3b98d1,0,6.0,1
1,1,307,0,2,5,0,0,2,2,3,3,3,1,2,0,41324,59dd5e67149bb16fade497f16f091194,0,1.0,4
1,5,307,0,2,2,0,0,2,2,1,1,2,1,1,0,41330,583c3f4646373188b58dc42ca653eec5,0,1.0,1
1,3,307,0,2,1,0,0,2,1,2,1,2,1,1,0,41325,5b713a4d7902d3e516f80a0761afc403,0,3.0,4
2,1,266,0,1,3,7,0,1,1,2,2,2,1,1,0,41326,74a59a83b26b242ede583d83ac26e103,0,3.0,1
2,2,266,0,3,2,7,0,2,1,2,1,2,1,4,0,41326,4370137a5e84a4fc11289911435517b4,0,12.0,3
1,3,307,307,3,1,4,0,2,1,2,2,2,1,2,0,41330,60689896aa0edff3a4f05b890bdafd26,0,5.0,1
1,2,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41327,fd970cc91d06d82eebf046340137b272,0,3.0,3
2,5,299,0,1,3,7,0,2,2,2,2,2,1,1,0,41401,067b6ebec1dfe5a719ece7b222844a09,0,3.0,3
2,0,266,0,1,3,4,7,1,1,2,2,2,1,1,20,41326,998b68c23b1aa5594deaf62c737c56c4,1,5.0,1
2,3,265,0,2,1,6,0,2,2,2,1,2,1,1,0,41326,72da73fe3eec6c512cc04371f97760b5,0,16.0,3
2,3,265,0,2,1,2,7,2,2,2,2,2,1,1,0,41326,30cdb4ebf52bc5f3209fcbc173326c56,0,1.0,3
1,12,119,0,2,1,6,7,3,2,3,3,1,1,1,350,41332,a2f94a28c652a1f53602a66e91ed399f,0,8.0,2
1,7,307,0,2,2,0,0,3,2,3,3,3,1,1,0,41326,76345270a175c3ef1a4ea9472cca4dc0,0,4.0,4
1,2,307,0,2,1,2,3,2,2,3,3,3,1,1,0,41326,ded13244857cbef3af915251d8fd2418,0,7.0,1
1,1,307,0,3,1,2,7,2,2,2,2,2,1,4,0,41326,db784cbcf321e1d8856b312638b94113,0,9.0,3
2,2,266,0,1,5,7,0,1,1,3,1,2,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,2.0,2
1,11,307,0,1,2,7,0,2,1,1,3,2,1,1,0,41326,95746c0c8eedc3b35bbf946f58dd3a9d,0,2.0,4
2,6,292,266,1,2,7,0,2,1,1,1,1,1,1,0,41401,f31960f3b41244ac027486ae9dc4f7a0,0,2.0,4
2,4,266,0,2,1,0,0,2,1,2,2,2,1,2,0,41326,8480853f516546f6cf33aa88cd76c379,0,2.0,3
1,7,307,0,2,2,0,0,2,1,1,1,2,1,2,0,41401,3f28ad7654bfaf26b1f8e6477801ac95,0,3.0,4
1,1,307,0,1,1,2,0,2,2,2,2,2,1,1,0,41327,3223e1c4cb2bef48823ee5c604b9aa04,0,1.0,1
1,3,307,0,2,2,0,0,2,1,3,3,2,1,1,0,41326,eec2c55d1c5294f3fbc8089e3758d857,0,2.0,3
2,29,299,0,1,2,3,4,2,1,2,2,2,1,1,0,41326,645f30b81f1d35dffca7520fad7138ca,0,1.0,4
1,3,187,307,2,3,0,0,2,1,1,1,2,1,3,0,41326,2864803699884df90ac135583b02ec70,0,3.0,2
1,4,307,103,2,1,2,0,3,2,1,1,1,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,4.0,2
2,18,254,254,3,1,3,7,2,3,3,3,3,1,3,0,41326,168614cea4af38ea0a9b698f5f7c5a88,0,10.0,4
2,12,266,266,1,2,0,0,2,1,2,1,2,1,1,0,41327,80f58005c23d274a197c0bc75a811df6,0,3.0,4
1,36,205,0,1,1,2,7,2,2,1,1,1,1,1,0,41326,bb41f9a9d596e12a51c77df31ecd6d0c,0,1.0,1
2,5,266,0,2,2,6,7,1,1,1,1,1,1,1,70,41326,f3739ee124d1b4cd6d76c82e3aaeb404,0,5.0,2
2,6,265,0,2,1,2,0,2,2,2,1,2,1,1,70,41336,3d0c97803ffcfd6302503a8df7dc90be,0,6.0,2
1,24,307,109,2,3,5,0,2,2,1,1,1,1,1,180,41326,83b6f545366f9c40b4f3f797435e0b3f,1,8.0,3
1,12,307,0,1,1,2,7,2,2,3,3,3,1,1,0,41326,32dec3aacc31b4fb66ad0c807fd69696,0,1.0,2
2,6,266,0,2,4,7,0,1,1,2,2,2,1,1,0,41336,e41c782597de68511e16c15feacc39e2,0,3.0,2
2,2,266,285,1,3,4,7,1,2,2,2,2,1,1,0,41326,68ab6fa8d80cd31fb00e813605b4fcee,0,3.0,2
1,2,307,0,2,1,2,5,3,1,1,1,2,1,1,0,41326,712c65e54720de368ac73b93b3f073a1,0,4.0,2
2,4,264,0,3,1,3,7,2,3,2,2,2,1,3,0,41326,bfec394f56ba6aef257701cfd32f1348,0,5.0,1
1,1,307,307,2,5,7,0,2,1,2,2,2,1,1,0,41326,4d2400be2e2e78265f5c84345b7a3415,0,10.0,2
1,12,173,0,2,1,7,0,2,1,1,1,2,1,1,0,41326,0cdcb3e1b60d367c0bea3520f22f82e6,0,5.0,1
2,7,300,0,2,1,2,0,2,2,1,1,2,1,1,0,41401,619db8c3fcb7a40ca259c1d3f3c8a628,0,3.0,2
2,2,266,0,1,6,7,0,1,1,2,2,2,1,1,0,41326,e6ac795aa78658e8cb370c0ffb95a6c4,0,1.0,2
2,4,285,264,1,2,5,0,2,3,1,1,3,1,1,0,41326,c7d83ff0e1c952e9dfd0a878ed6550e7,0,1.0,3
2,6,266,0,2,3,0,0,2,1,2,2,2,2,1,0,41401,85ff8218849551e6d677c6589c8889fd,0,3.0,4
1,3,307,0,1,5,0,0,2,1,3,1,2,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,6.0,2
1,24,307,0,1,1,4,0,2,1,2,2,2,1,1,0,41326,e194190fa50fdc969ef1e4d063ea7851,0,2.0,3
2,2,249,295,1,6,7,0,2,1,2,2,2,2,1,0,41326,9275d409b4e6a080858d384c5affeec6,0,2.0,3
2,3,251,254,3,1,2,7,2,3,2,1,2,1,3,100,41326,3f5eaefa90b921547ce5fee57c6345f3,0,2.0,1
2,21,266,0,1,1,7,0,2,1,1,1,1,1,1,0,41326,954b34fef6015069e6d5d215fde73466,0,3.0,2
2,2,303,265,2,1,2,4,2,2,1,2,2,1,1,50,41326,89e38f1dc3b54154d9f976e67012ecc6,0,2.0,4
1,36,307,0,1,5,0,0,1,2,3,3,2,1,1,0,41401,e3ac7f371d7c806998304e674b19c06c,0,1.0,1
2,3,265,0,3,2,0,0,2,2,2,1,2,1,2,0,41326,368e1de9d69dad80d8046e0db30adf05,0,2.0,4
1,1,307,0,2,7,0,0,1,1,2,1,2,1,2,0,41326,1bb9b1f6800f54c030c4cdb9229ecde2,0,2.0,1
2,12,265,265,2,1,6,7,2,1,1,1,1,1,1,0,41326,5fc6b4f39959a3d129490777ecaf572b,0,9.0,4
1,17,205,0,1,2,7,0,1,1,1,1,2,1,1,0,41326,8525c9bf20d418cd037850c8f9d14656,0,0.0,0
1,1,307,0,2,1,6,0,2,1,2,2,2,1,1,0,41401,d53eef65b597c43396de4e532e27a34b,0,1.0,3
1,3,307,0,1,1,7,0,2,1,1,1,1,1,1,0,41326,2864803699884df90ac135583b02ec70,0,3.0,3
1,24,169,0,2,2,5,0,1,3,1,1,1,1,1,200,41326,7e979c8804e58caee920d0b81e83f0ef,0,3.0,3
2,2,266,0,2,1,7,0,1,1,2,1,2,1,1,0,41327,fd970cc91d06d82eebf046340137b272,0,3.0,1
2,14,266,0,2,2,3,7,2,1,3,1,1,1,1,0,41401,90569c3f7cb0af35cba5dac82c0ac9d7,0,2.0,2
1,3,307,0,1,2,0,0,2,2,1,1,2,1,1,1,41330,f2522890ad604bf70421af61cb871a96,0,7.0,3
2,1,252,0,3,7,0,0,1,1,2,2,1,1,2,0,41401,77ff10483a3e00dd18b741ffbcc1f36b,0,3.0,2
2,3,264,265,2,6,7,0,1,3,1,1,1,1,1,0,41401,507df47b9a616ac5b0381ddb6f39914c,0,5.0,3
2,6,265,0,3,1,4,6,2,1,1,1,1,1,2,0,41401,08700964e6084f7f3737e48fe5fd8df6,0,4.0,4
1,9,307,307,2,2,0,0,2,1,1,1,1,1,1,0,41326,39648b2c3a69ed621095cbdb7e80aa3e,0,3.0,4
